id,product_id,url,alt_text,sort_order,is_primary
019f3fc7-9145-7525-9ca4-8be9e64c3752,019f3fc7-2feb-7bda-a32b-4025a480151d,https://images.unsplash.com/photo-1518843875459-f738682238a6?w=500,Fresh Lettuce Head close-up,1,false
019f3fc7-9422-7e75-8376-7cada60c1299,019f3fc7-32c8-766d-bd88-67b39a508061,https://images.unsplash.com/photo-1447175008436-054170c2e979?w=500,Fresh Carrots,0,true
019f3fc7-96ff-7ba6-b892-eea38498001e,019f3fc7-35a5-706b-8cc0-9ada38396f30,https://images.unsplash.com/photo-1594282486552-05b4d80fbb9f?w=500,Red Cabbage,0,true
019f3fc7-99dc-7b4d-98b2-dbffef91d745,019f3fc7-35a5-706b-8cc0-9ada38396f30,https://images.unsplash.com/photo-1542838132-92c53300491e?w=500,Red Cabbage close-up,1,false
019f3fc7-9cb9-76a3-83a9-b465bdb1fefa,019f3fc7-3882-7eab-b9b2-a3eb33059223,https://images.unsplash.com/photo-1449300079323-02e209d9d3a6?w=500,Fresh Cucumber,0,true
019f3fc7-9f96-785c-8451-16fc013119cc,019f3fc7-3b5f-7143-8f73-4202813edb4e,https://images.unsplash.com/photo-1586201375761-83865001e31c?w=500,Premium White Rice,0,true
019f3fc7-a273-720f-b5c8-cf95813a8518,019f3fc7-3b5f-7143-8f73-4202813edb4e,https://images.unsplash.com/photo-1518843875459-f738682238a6?w=500,Premium White Rice close-up,1,false
019f3fc7-a550-79b7-99c6-ad2c3f908d8b,019f3fc7-3e3c-7d74-8c72-e254fc50fab9,https://images.unsplash.com/photo-1516684732162-798a0062be99?w=500,Organic Brown Rice,0,true
019f3fc7-a82d-74f3-804c-2eaa03339e8c,019f3fc7-4119-7733-837f-dda3bc79673f,https://images.unsplash.com/photo-1601493700631-2b16ec4b4716?w=500,Red Rice,0,true
019f3fc7-ab0a-733c-96b1-90271a0d80ec,019f3fc7-4119-7733-837f-dda3bc79673f,https://images.unsplash.com/photo-1542838132-92c53300491e?w=500,Red Rice close-up,1,false
019f3fc7-ade7-7902-957f-de8e8c776b74,019f3fc7-43f6-79f2-bd9c-20ace5071553,https://images.unsplash.com/photo-1613728104727-2b3f7f1f7cd5?w=500,Glutinous Rice,0,true
019f3fc7-b0c4-7343-8db3-45f60b0c7b7b,019f3fc7-46d3-7a9f-9112-221661990274,https://images.unsplash.com/photo-1601493700631-2b16ec4b4716?w=500,Yellow Corn Kernels,0,true
019f3fc7-b3a1-7b0a-8205-82685bbcce6a,019f3fc7-46d3-7a9f-9112-221661990274,https://images.unsplash.com/photo-1518843875459-f738682238a6?w=500,Yellow Corn Kernels close-up,1,false
019f3fc7-b67e-7bca-8733-f56f3a91b91c,019f3fc7-49b0-7ec8-bc1d-91b1904a6ef4,https://images.unsplash.com/photo-1615485500704-8e990f9900f7?w=500,Fresh Turmeric,0,true
019f3fc7-b95b-7c27-af5d-d0c497bb77a8,019f3fc7-4c8d-7da7-9c44-50a757b1e105,https://images.unsplash.com/photo-1573414405950-042ce3d92dda?w=500,Fresh Ginger,0,true
019f3fc7-bc38-7275-b2cd-8b73dda03bf2,019f3fc7-4c8d-7da7-9c44-50a757b1e105,https://images.unsplash.com/photo-1542838132-92c53300491e?w=500,Fresh Ginger close-up,1,false
019f3fc7-bf15-76a0-a739-cf08215d40a3,019f3fc7-4f6a-796a-b769-d1102a30d097,https://images.unsplash.com/photo-1583119022894-919a68a3d0e3?w=500,Red Chili Pepper,0,true
019f3fc7-c1f2-7301-b1bb-bc61cb7f6408,019f3fc7-5247-7de1-89d9-7df7e2761614,https://images.unsplash.com/photo-1622480916113-9000ac49b79d?w=500,Fresh Lemongrass,0,true
019f3fc7-c4cf-723b-8529-c2a4da92748b,019f3fc7-5247-7de1-89d9-7df7e2761614,https://images.unsplash.com/photo-1518843875459-f738682238a6?w=500,Fresh Lemongrass close-up,1,false
019f3fc7-c7ac-7a99-9643-dda9a86c46cc,019f3fc7-5524-7c08-bcfc-5203620cea41,https://images.unsplash.com/photo-1615485925600-97237c4fc1ec?w=500,Bay Leaves,0,true
019f3fc7-ca89-7f13-9b09-9e5cdbda10ca,019f3fc7-5801-78e3-aded-b3ccf1a0128c,https://images.unsplash.com/photo-1591073113125-e46713c829ed?w=500,Balinese Mangosteen,0,true
019f3fc7-cd66-78a1-981c-50ed552164ce,019f3fc7-5801-78e3-aded-b3ccf1a0128c,https://images.unsplash.com/photo-1542838132-92c53300491e?w=500,Balinese Mangosteen close-up,1,false
019f3fc7-d043-7f79-96d4-e3fe482f90de,019f3fc7-5ade-7cc3-8014-52057c00186c,https://images.unsplash.com/photo-1527325678964-54921661f888?w=500,Fresh Dragon Fruit,0,true
019f3fc7-d320-77e2-9a14-d44e2ec9fff8,019f3fc7-5dbb-74bd-9c58-6b08fe886cfa,https://images.unsplash.com/photo-1629828874514-d71c9ffb08fd?w=500,Sweet Rambutan,0,true
019f3fc7-d5fd-7205-921d-e3e37a0af7b0,019f3fc7-5dbb-74bd-9c58-6b08fe886cfa,https://images.unsplash.com/photo-1518843875459-f738682238a6?w=500,Sweet Rambutan close-up,1,false
019f3fc7-d8da-72cb-a32f-54a76513e2b4,019f3fc7-6098-7f9e-9867-9e9d2622de7c,https://images.unsplash.com/photo-1550258987-190a2d41a8ba?w=500,Golden Pineapple,0,true
019f3fc7-dbb7-79a0-95bb-8f6946e06959,019f3fc7-6375-7738-bbf8-ab3e16ef5bda,https://images.unsplash.com/photo-1587049352846-4a222e784d38?w=500,Salak (Snake Fruit),0,true
019f3fc7-de94-7f54-8552-3cc2b636268d,019f3fc7-6375-7738-bbf8-ab3e16ef5bda,https://images.unsplash.com/photo-1542838132-92c53300491e?w=500,Salak (Snake Fruit) close-up,1,false
019f3fc7-e171-711c-a17f-5fb1d6c04310,019f3fc7-6652-7c97-b6b5-b2be23ec4f29,https://images.unsplash.com/photo-1596097635121-14b63b7a0c19?w=500,Fresh Sweet Potato,0,true
019f3fc7-e44e-72ea-bcca-518dea9f60de,019f3fc7-692f-7d2e-b9d5-cab0b5a6bc88,https://images.unsplash.com/photo-1590301157890-4810ed352733?w=500,Purple Yam (Ubi Ungu),0,true
019f3fc7-e72b-72b0-a2d4-01613edfc5d3,019f3fc7-692f-7d2e-b9d5-cab0b5a6bc88,https://images.unsplash.com/photo-1518843875459-f738682238a6?w=500,Purple Yam (Ubi Ungu) close-up,1,false
019f3fc7-ea08-7f79-9983-6995fcf840fe,019f3fc7-6c0c-7acb-9d68-d2096256a282,https://images.unsplash.com/photo-1598170845058-32b9d6a5da37?w=500,Fresh Cassava,0,true
019f3fc7-ece5-7acd-a6b5-faf0adf814a9,019f3fc7-6ee9-7788-a84a-b0f570af6c08,https://images.unsplash.com/photo-1610725664285-7c57e6eeac3f?w=500,Taro Root,0,true
019f3fc7-efc2-7458-8b6f-d734a96ebd63,019f3fc7-6ee9-7788-a84a-b0f570af6c08,https://images.unsplash.com/photo-1542838132-92c53300491e?w=500,Taro Root close-up,1,false
019f3fc7-f29f-7d5c-bbf3-6ed13f66f924,019f3fc7-71c6-7356-a09f-7929597931c5,https://images.unsplash.com/photo-1518977676601-b53f82aba655?w=500,Fresh Potato,0,true
