id,order_id,product_id,product_name,product_image,quantity,price,subtotal
019f3fc8-901a-7ad8-bf1c-234704aed0df,019f3fc8-8d3d-76c4-abf5-ba53979674e1,019f3fc7-6ee9-7788-a84a-b0f570af6c08,Taro Root 1kg,https://images.unsplash.com/photo-1610725664285-7c57e6eeac3f?w=500,1,13000.00,13000.00
019f3fc8-95d4-73f2-9169-fbe7bb57ddde,019f3fc8-92f7-7df0-bfce-c39ba8900000,019f3fc7-5524-7c08-bcfc-5203620cea41,Bay Leaves 100g,https://images.unsplash.com/photo-1615485925600-97237c4fc1ec?w=500,2,5000.00,10000.00
019f3fc8-98b1-715a-a222-dfa3bc88ea91,019f3fc8-92f7-7df0-bfce-c39ba8900000,019f3fc7-4f6a-796a-b769-d1102a30d097,Red Chili Pepper 250g,https://images.unsplash.com/photo-1583119022894-919a68a3d0e3?w=500,3,11000.00,33000.00
019f3fc8-9e6b-766b-9793-78f0514966e3,019f3fc8-9b8e-789b-b313-bdc2b472d71e,019f3fc7-5247-7de1-89d9-7df7e2761614,Fresh Lemongrass 200g,https://images.unsplash.com/photo-1622480916113-9000ac49b79d?w=500,1,6000.00,6000.00
019f3fc8-a148-75b0-9640-d9dac837870f,019f3fc8-9b8e-789b-b313-bdc2b472d71e,019f3fc7-4c8d-7da7-9c44-50a757b1e105,Fresh Ginger 250g,https://images.unsplash.com/photo-1573414405950-042ce3d92dda?w=500,1,8500.00,8500.00
019f3fc8-a702-701b-a83d-c16b7145d4f9,019f3fc8-a425-7e02-8a91-2f677a640f08,019f3fc7-6652-7c97-b6b5-b2be23ec4f29,Fresh Sweet Potato 1kg,https://images.unsplash.com/photo-1596097635121-14b63b7a0c19?w=500,2,10000.00,20000.00
019f3fc8-acbc-7dde-af5f-9d897f03a2ba,019f3fc8-a9df-7fbb-9fa0-d05b75dde87e,019f3fc7-2754-75b7-b868-86f58ddb8d9f,Organic Green Apple 1kg,https://images.unsplash.com/photo-1560806887-1e4cd0b6cbd6?w=500,3,28000.00,84000.00
019f3fc8-b276-711e-9858-bbfc29e620f0,019f3fc8-af99-7ebc-959c-c181612cc8b4,019f3fc7-5801-78e3-aded-b3ccf1a0128c,Balinese Mangosteen 1kg,https://images.unsplash.com/photo-1591073113125-e46713c829ed?w=500,2,32000.00,64000.00
019f3fc8-b553-71a7-b97e-c2699230a9dd,019f3fc8-af99-7ebc-959c-c181612cc8b4,019f3fc7-6098-7f9e-9867-9e9d2622de7c,Golden Pineapple 1pc,https://images.unsplash.com/photo-1550258987-190a2d41a8ba?w=500,1,18000.00,18000.00
019f3fc8-b830-7418-aed7-c31aa5e35740,019f3fc8-af99-7ebc-959c-c181612cc8b4,019f3fc7-5dbb-74bd-9c58-6b08fe886cfa,Sweet Rambutan 1kg,https://images.unsplash.com/photo-1629828874514-d71c9ffb08fd?w=500,2,22000.00,44000.00
019f3fc8-bdea-77ee-8281-fccba237c72b,019f3fc8-bb0d-7cc2-aba5-f472cefe4289,019f3fc7-6652-7c97-b6b5-b2be23ec4f29,Fresh Sweet Potato 1kg,https://images.unsplash.com/photo-1596097635121-14b63b7a0c19?w=500,1,10000.00,10000.00
019f3fc8-c0c7-7a0d-ae6b-6bf5d7e58e56,019f3fc8-bb0d-7cc2-aba5-f472cefe4289,019f3fc7-692f-7d2e-b9d5-cab0b5a6bc88,Purple Yam (Ubi Ungu) 1kg,https://images.unsplash.com/photo-1590301157890-4810ed352733?w=500,1,12000.00,12000.00
019f3fc8-c681-722a-838c-515874c5c940,019f3fc8-c3a4-7cd0-8454-0da1a0993c19,019f3fc7-3b5f-7143-8f73-4202813edb4e,Premium White Rice 5kg,https://images.unsplash.com/photo-1586201375761-83865001e31c?w=500,3,68000.00,204000.00
019f3fc8-c95e-7acc-9f4f-c13a8f879b75,019f3fc8-c3a4-7cd0-8454-0da1a0993c19,019f3fc7-46d3-7a9f-9112-221661990274,Yellow Corn Kernels 1kg,https://images.unsplash.com/photo-1601493700631-2b16ec4b4716?w=500,1,18000.00,18000.00
019f3fc8-cc3b-7cdc-bee2-7a0460a1d0d4,019f3fc8-c3a4-7cd0-8454-0da1a0993c19,019f3fc7-43f6-79f2-bd9c-20ace5071553,Glutinous Rice 2kg,https://images.unsplash.com/photo-1613728104727-2b3f7f1f7cd5?w=500,1,38000.00,38000.00
019f3fc8-d1f5-773f-893b-c6e9c5d8a7c7,019f3fc8-cf18-778c-8609-d2b64ca1a91f,019f3fc7-35a5-706b-8cc0-9ada38396f30,Red Cabbage 500g,https://images.unsplash.com/photo-1594282486552-05b4d80fbb9f?w=500,2,8000.00,16000.00
019f3fc8-d4d2-7f0b-8400-1ac66d298454,019f3fc8-cf18-778c-8609-d2b64ca1a91f,019f3fc7-2feb-7bda-a32b-4025a480151d,Fresh Lettuce Head 400g,https://images.unsplash.com/photo-1622206151226-18ca2c9d680f?w=500,2,7000.00,14000.00
019f3fc8-d7af-772d-be8b-329d1f167728,019f3fc8-cf18-778c-8609-d2b64ca1a91f,019f3fc7-32c8-766d-bd88-67b39a508061,Fresh Carrots 1kg,https://images.unsplash.com/photo-1447175008436-054170c2e979?w=500,1,9500.00,9500.00
019f3fc8-dd69-7365-9cb5-fd43300471f4,019f3fc8-da8c-7314-9b93-b2113ddc88fd,019f3fc7-2754-75b7-b868-86f58ddb8d9f,Organic Green Apple 1kg,https://images.unsplash.com/photo-1560806887-1e4cd0b6cbd6?w=500,1,28000.00,28000.00
019f3fc8-e046-704e-bc55-d1ca884ddcfb,019f3fc8-da8c-7314-9b93-b2113ddc88fd,019f3fc7-2a31-710d-8cfb-3179190c30c8,Organic Kale 300g,https://images.unsplash.com/photo-1524179091875-bf99a9a6af57?w=500,1,13500.00,13500.00
